Participant,adaptation,RT,MT,Age,Handedness,education,sex,clumsy,videogames,major,Sleep
880,-3.9665700600000005,325.70338983050846,112.90756302521008,18.0,righth,college,female,Strongly Agree,Neutral,STEM,6
881,2.7021184066666666,362.0508474576271,59.220338983050844,28.0,bothh,college,female,Strongly Agree,Disagree,Psychology,7
882,-14.2095425683,291.70588235294116,77.72033898305085,17.0,righth,middleschool,female,Neutral,Disagree,Other,7
883,4.421563803333334,311.2689075630252,56.411764705882355,18.0,lefth,secondaryschool,male,Neutral,Agree,STEM,8
884,1.8469446860666672,411.0762711864407,195.7391304347826,19.0,lefth,secondaryschool,male,Strongly Agree,Strongly Disagree,Psychology,5
885,-5.840220881,273.9406779661017,80.96551724137932,29.0,righth,college,male,Disagree,Agree,Business,8
886,1.9427749600000002,311.3781512605042,44.92307692307692,25.0,righth,graduate,male,Disagree,Disagree,STEM,7
887,-1.5208973933333332,358.50847457627117,217.6551724137931,20.0,righth,bachelor,female,Disagree,Agree,Psychology,7
888,-1.3535744533333334,348.76271186440675,166.54310344827587,22.0,righth,bachelor,male,Disagree,Neutral,STEM,7
889,-10.139961556666666,340.11764705882354,268.85470085470087,18.0,righth,middleschool,female,Strongly Agree,Agree,STEM,7
890,-13.102448813333336,442.26050420168065,109.52542372881356,79.0,righth,technicalschool,male,Agree,Agree,STEM,8
891,-2.702332826333333,496.6694915254237,765.8230088495575,46.0,righth,graduate,male,Neutral,Neutral,STEM,9
892,-1.555125876666667,225.10084033613447,120.31896551724138,25.0,righth,graduate,female,Neutral,Strongly Disagree,Psychology,7
893,10.95933764,161.56410256410257,323.6106194690266,15.0,righth,bachelor,male,Disagree,Neutral,Other,9
894,-7.486760049733332,198.31932773109244,610.4910714285714,38.0,righth,graduate,male,Strongly Disagree,Neutral,STEM,6
895,0.6813763766666666,361.8813559322034,126.48717948717949,19.0,righth,college,female,Neutral,Disagree,STEM,9
896,-6.419245733333335,208.60833333333332,401.61538461538464,24.0,righth,bachelor,female,Disagree,Disagree,ArtsHum,6
897,5.0622690299999995,276.98333333333335,187.5982905982906,61.0,righth,graduate,female,Agree,Strongly Disagree,ArtsHum,6
898,-7.71636983,237.46666666666667,146.73728813559322,17.0,righth,secondaryschool,female,Strongly Disagree,Disagree,SocialScience,8
899,9.495958002266665,273.7,52.47457627118644,17.0,righth,middleschool,male,Disagree,Neutral,Psychology,7
900,0.3703438783333335,204.35593220338984,123.04273504273505,19.0,righth,secondaryschool,male,Agree,Strongly Agree,STEM,6
901,1.8283103423666651,267.1666666666667,130.8050847457627,17.0,righth,middleschool,female,Neutral,Neutral,Other,8
902,-1.1950457166666666,328.2413793103448,165.64102564102564,17.0,righth,secondaryschool,female,Agree,Strongly Disagree,SocialScience,7
903,-7.315204286666668,341.23275862068965,194.2155172413793,25.0,righth,bachelor,female,Neutral,Neutral,SocialScience,7
904,-5.702456296666668,297.3333333333333,80.6896551724138,17.0,righth,secondaryschool,female,Disagree,Disagree,STEM,7
905,-10.125579953333334,247.86666666666667,157.15126050420167,55.0,righth,college,male,Strongly Disagree,Disagree,STEM,7
906,5.262188308833332,153.00833333333333,92.32478632478633,19.0,righth,secondaryschool,female,Disagree,Strongly Disagree,ArtsHum,8
907,-16.77114479333333,246.29661016949152,144.34745762711864,18.0,righth,college,female,Strongly Agree,Strongly Agree,Psychology,5
908,-6.371873615333333,245.29661016949152,322.89830508474574,84.0,righth,graduate,male,Disagree,Agree,ArtsHum,6
909,-5.57674891,248.55833333333334,91.35593220338983,20.0,righth,college,female,Neutral,Strongly Agree,Business,8
910,5.00418093,198.64705882352942,130.57142857142858,17.0,righth,secondaryschool,male,Disagree,Agree,Business,6
911,-4.489649116666667,221.34453781512605,74.57142857142857,32.0,righth,bachelor,male,Agree,Strongly Disagree,SocialScience,8
912,-4.7770561693,348.02542372881356,235.07758620689654,34.0,righth,graduate,female,Strongly Agree,Strongly Agree,Psychology,7
913,40.06183026371429,448.8434782608696,767.0,90.0,righth,graduate,female,Strongly Agree,Disagree,Psychology,7
914,4.172419689999999,363.1111111111111,124.25862068965517,22.0,righth,college,male,Agree,Strongly Disagree,STEM,8
915,-12.582584825766668,138.52100840336135,159.92372881355934,19.0,righth,college,female,Neutral,Agree,STEM,8
916,2.09447657,189.68333333333334,99.21186440677967,17.0,righth,secondaryschool,male,Agree,Strongly Agree,STEM,6
917,4.4921177666666665,335.33620689655174,196.05172413793105,37.0,lefth,graduate,female,Neutral,Strongly Disagree,STEM,7
918,-1.8884694033333338,227.8135593220339,475.9051724137931,19.0,righth,college,female,Disagree,Strongly Agree,Psychology,8
919,-0.4737195761666666,232.32773109243698,321.0782608695652,19.0,righth,college,male,Neutral,Agree,STEM,10
920,4.281997003333333,351.1694915254237,297.5913043478261,29.0,righth,primaryschool,male,Agree,Agree,STEM,6
921,-8.522193066666667,210.55084745762713,155.89743589743588,28.0,righth,bachelor,male,Disagree,Strongly Disagree,STEM,5
922,3.7879177581333328,286.0840336134454,76.05042016806723,20.0,lefth,college,male,Neutral,Agree,Psychology,8
923,-2.9076769099999997,281.2857142857143,173.22222222222223,13.0,righth,rathernotsay,female,Neutral,Disagree,Other,7
924,3.4219519133333334,461.00840336134456,154.4188034188034,27.0,bothh,graduate,other,Strongly Agree,Agree,Psychology,7
925,-2.9132369823666666,288.8067226890756,68.68695652173913,23.0,righth,bachelor,male,Strongly Disagree,Strongly Agree,STEM,6
926,6.429808452666667,236.71428571428572,233.6695652173913,28.0,righth,college,male,Agree,Neutral,STEM,7
927,-0.3557953866666665,294.05882352941177,386.0854700854701,20.0,righth,college,female,Strongly Agree,Strongly Disagree,Other,5
928,-0.9050914600000002,378.06722689075633,45.260504201680675,26.0,righth,secondaryschool,female,Neutral,Neutral,Other,6
929,-6.586579489666668,171.9322033898305,291.5217391304348,19.0,righth,secondaryschool,female,Neutral,Disagree,SocialScience,8
930,2.7539546066666656,319.11965811965814,35.495652173913044,20.0,righth,college,male,Agree,Neutral,STEM,6
931,1.4182108199999999,229.87394957983193,184.93162393162393,18.0,righth,technicalschool,female,Agree,Strongly Disagree,Business,7
932,-10.541790981666667,255.00840336134453,146.58260869565217,19.0,righth,college,other,Neutral,Neutral,Other,8
933,6.729328013733333,209.38333333333333,96.2905982905983,19.0,lefth,college,male,Agree,Strongly Agree,STEM,8
934,-8.617852096666667,235.575,132.96581196581195,27.0,lefth,graduate,male,Disagree,Strongly Agree,Business,8
935,-1.30896181,304.84166666666664,91.93103448275862,28.0,righth,college,female,Disagree,Agree,Other,6
936,-5.130178363333335,283.76271186440675,72.66101694915254,18.0,righth,secondaryschool,female,Neutral,Strongly Disagree,STEM,7
937,-15.88531609,302.8813559322034,106.75630252100841,17.0,righth,middleschool,female,Agree,Strongly Disagree,Other,7
938,-16.852585419540233,344.4102564102564,147.46153846153845,15.0,righth,middleschool,male,Agree,Agree,SocialScience,7
939,1.8078523433333336,213.09322033898306,30.05982905982906,21.0,bothh,college,male,Neutral,Neutral,ArtsHum,7
940,3.067190459999999,292.37068965517244,179.0084745762712,24.0,righth,bachelor,female,Neutral,Neutral,STEM,8
941,1.0092752433333332,304.2881355932203,149.76923076923077,21.0,bothh,graduate,other,Strongly Agree,Disagree,SocialScience,9
942,-1.1429727666666665,145.06666666666666,78.53846153846153,21.0,righth,college,male,Disagree,Strongly Agree,Other,8
943,-10.033023123333335,264.48333333333335,108.58974358974359,45.0,righth,bachelor,male,Disagree,Disagree,STEM,7
944,-2.38159864,277.0,83.24786324786325,18.0,righth,middleschool,female,Neutral,Neutral,STEM,9
945,-5.2456275654999995,181.59166666666667,248.82758620689654,31.0,righth,bachelor,male,Agree,Agree,Business,7
946,6.841580903333334,295.93277310924367,110.65254237288136,17.0,righth,secondaryschool,other,Strongly Agree,Agree,STEM,4
947,4.686178193333333,164.1596638655462,139.70689655172413,16.0,righth,secondaryschool,male,Neutral,Agree,SocialScience,7
948,9.04396899,267.39495798319325,94.85593220338983,25.0,righth,technicalschool,male,Neutral,Strongly Agree,STEM,8
949,-4.057493040400001,224.78991596638656,155.0420168067227,20.0,righth,secondaryschool,male,Disagree,Disagree,Business,10
950,-50.29232028666667,207.64705882352942,115.05932203389831,26.0,lefth,college,male,Neutral,Neutral,Other,6
951,-18.452767824866665,215.10084033613447,133.45762711864407,18.0,righth,secondaryschool,male,Neutral,Agree,Business,8
952,-16.455931226666664,344.1764705882353,48.69827586206897,32.0,righth,bachelor,female,Agree,Agree,Psychology,7
953,1.1183685312333334,254.6,71.5677966101695,16.0,righth,middleschool,male,Neutral,Neutral,Other,6
954,-0.9781465166666667,348.228813559322,138.65546218487395,21.0,lefth,college,female,Neutral,Strongly Disagree,Psychology,7
955,-8.374927756666667,228.75,155.51282051282053,15.0,righth,secondaryschool,female,Agree,Neutral,STEM,5
956,-1.1392727027666665,228.46610169491527,78.04201680672269,19.0,righth,college,other,Agree,Strongly Agree,Other,6
957,-37.02401713493334,380.08474576271186,43.96610169491525,21.0,righth,college,male,Agree,Neutral,Other,7
958,-7.1422539,280.4830508474576,42.36974789915966,26.0,lefth,bachelor,female,Strongly Disagree,Strongly Agree,Psychology,6
959,-5.4131419587666665,199.2051282051282,168.0,20.0,righth,college,female,Agree,Neutral,ArtsHum,7
960,4.243631109000001,339.1525423728813,183.35294117647058,31.0,righth,graduate,male,Disagree,Strongly Agree,SocialScience,6
961,-5.54617606,245.04273504273505,80.97413793103448,33.0,righth,bachelor,male,Strongly Disagree,Agree,Psychology,8
962,6.15952271,267.03418803418805,192.11016949152543,16.0,righth,secondaryschool,female,Disagree,Strongly Disagree,Psychology,6
963,-2.4564627600000004,160.94915254237287,158.63793103448276,21.0,righth,secondaryschool,male,Disagree,Agree,SocialScience,10
964,3.75273953,490.0508474576271,103.82203389830508,29.0,righth,graduate,male,Disagree,Disagree,STEM,8
965,-4.06004527,305.61344537815125,96.38135593220339,37.0,righth,graduate,male,Strongly Disagree,Neutral,STEM,7
966,0.6549840535999996,237.31932773109244,233.43589743589743,13.0,righth,middleschool,male,Strongly Disagree,Agree,Other,8
967,-4.4040777,268.65833333333336,112.69747899159664,25.0,righth,college,female,Disagree,Neutral,STEM,6
968,0.01958775333333329,130.84745762711864,136.22222222222223,67.0,righth,graduate,male,Disagree,Strongly Disagree,Psychology,7
969,-0.6829050779999998,284.14285714285717,51.6890756302521,39.0,righth,graduate,male,Strongly Disagree,Strongly Agree,Psychology,6
970,2.6766901113333335,357.3305084745763,131.71428571428572,47.0,righth,rathernotsay,female,Disagree,Strongly Disagree,Other,7
971,0.5285903033333335,289.9075630252101,133.6153846153846,12.0,righth,primaryschool,male,Strongly Agree,Strongly Agree,STEM,7
972,2.3824436399999995,254.1864406779661,63.83050847457627,13.0,righth,middleschool,male,Neutral,Strongly Agree,Other,6
973,-4.612825347133334,325.8813559322034,88.27350427350427,38.0,righth,bachelor,female,Agree,Strongly Disagree,STEM,8
974,-4.145374305172414,239.93333333333334,315.26271186440675,21.0,righth,secondaryschool,male,Strongly Disagree,Strongly Disagree,STEM,8
975,-0.1968061999999999,201.41176470588235,118.40517241379311,15.0,righth,secondaryschool,female,Neutral,Disagree,STEM,9
976,-1.2884646533333333,301.1764705882353,72.37288135593221,24.0,righth,bachelor,female,Agree,Strongly Disagree,STEM,8
977,2.1064517563000003,250.84166666666667,59.0,25.0,righth,bachelor,male,Strongly Disagree,Strongly Agree,STEM,7
978,-5.610991493333333,366.3474576271187,132.52542372881356,28.0,righth,graduate,male,Disagree,Disagree,Business,6
979,-8.969382859642856,269.20168067226894,58.293103448275865,34.0,righth,graduate,female,Neutral,Strongly Disagree,STEM,7
980,-2.8980142866666667,364.83478260869566,182.8859649122807,78.0,righth,graduate,female,Disagree,Disagree,ArtsHum,6
981,-4.7892306644,864.1724137931035,277.13684210526316,32.0,righth,secondaryschool,male,Neutral,Neutral,Business,7
982,-0.8048579266666666,288.8034188034188,311.704347826087,17.0,righth,primaryschool,male,Neutral,Strongly Agree,STEM,8
983,-9.730836672966667,324.6806722689076,47.79831932773109,21.0,righth,college,male,Agree,Disagree,Business,8
984,2.7841680166666665,182.21008403361344,68.15384615384616,21.0,righth,college,female,Neutral,Strongly Disagree,ArtsHum,7
985,-2.984730883333333,304.03389830508473,66.4322033898305,17.0,righth,secondaryschool,female,Strongly Disagree,Strongly Disagree,STEM,8
986,3.5814856633333334,198.60833333333332,77.33898305084746,24.0,lefth,college,male,Strongly Agree,Agree,STEM,6
987,-2.875942506666666,363.8305084745763,94.12068965517241,18.0,righth,secondaryschool,female,Neutral,Neutral,Other,7
988,3.1939924433333333,183.93333333333334,86.15652173913044,14.0,righth,secondaryschool,male,Agree,Strongly Agree,STEM,6
989,7.5901314499999994,308.14285714285717,53.666666666666664,16.0,righth,middleschool,female,Agree,Neutral,Other,8
990,5.240342376666667,376.4033613445378,40.085470085470085,60.0,righth,college,male,Neutral,Strongly Agree,Psychology,3
991,-3.5875022466666673,245.94957983193277,90.94067796610169,16.0,righth,secondaryschool,female,Disagree,Neutral,Other,7
992,-7.970282846666666,321.02542372881356,48.92307692307692,24.0,righth,bachelor,female,Agree,Disagree,STEM,5
993,2.5683611966666664,233.80672268907563,128.24786324786325,13.0,righth,rathernotsay,male,Disagree,Neutral,STEM,8
994,3.55904637,368.6101694915254,56.758620689655174,19.0,righth,middleschool,male,Neutral,Neutral,STEM,7
995,2.275256394966667,127.375,38.81512605042017,23.0,righth,secondaryschool,male,Strongly Agree,Neutral,STEM,6
996,-26.712425313999997,306.6470588235294,561.3673469387755,45.0,righth,graduate,female,Agree,Disagree,SocialScience,6
997,0.5028772566666669,216.9747899159664,115.4396551724138,20.0,righth,bachelor,female,Disagree,Neutral,STEM,6
998,-1.1254283399999996,269.8938053097345,94.0677966101695,12.0,righth,noneoftheabove,male,Strongly Agree,Agree,Other,4
999,-8.321245549999999,350.8305084745763,373.135593220339,20.0,righth,technicalschool,female,Neutral,Strongly Disagree,Psychology,7
1000,-6.311606743333334,276.61344537815125,112.2542372881356,18.0,righth,secondaryschool,female,Strongly Disagree,Disagree,Other,5
1001,-3.10895595,276.23728813559325,104.4,57.0,righth,graduate,female,Disagree,Strongly Agree,Other,8
1002,-7.536717763333334,319.7521367521368,67.98305084745763,23.0,righth,bachelor,male,Neutral,Disagree,STEM,7
1003,8.380509931133332,444.0508474576271,64.18487394957984,19.0,righth,college,female,Agree,Disagree,SocialScience,6
1004,5.1268245100000005,353.1779661016949,89.44444444444444,18.0,lefth,secondaryschool,female,Agree,Disagree,Business,7
1005,-9.875516485500002,289.3448275862069,225.39830508474577,63.0,righth,primaryschool,female,Agree,Agree,Other,6
1006,-2.429626563333333,291.9491525423729,175.2016806722689,23.0,righth,bachelor,female,Strongly Disagree,Disagree,Business,6
1007,0.3306189966666668,234.21666666666667,101.54700854700855,28.0,righth,graduate,male,Neutral,Agree,STEM,7
1008,-19.198654631166665,295.11764705882354,212.85593220338984,17.0,lefth,secondaryschool,female,Agree,Disagree,SocialScience,6
1009,55.02876849333333,273.65546218487395,76.32173913043478,12.0,righth,middleschool,male,Disagree,Agree,Other,10
1010,-3.4958601266666665,524.3418803418804,330.65765765765764,17.0,righth,college,male,Disagree,Neutral,STEM,7
1011,9.247401169999998,213.95833333333334,172.0593220338983,20.0,righth,college,female,Agree,Strongly Disagree,Other,6
1012,-9.143625823933332,185.48333333333332,80.55555555555556,20.0,righth,middleschool,male,Neutral,Agree,Other,6
1013,-16.50809281783333,343.771186440678,647.637168141593,31.0,righth,secondaryschool,male,Disagree,Disagree,Business,6
1014,-6.478924718666667,309.4957983193277,146.98305084745763,16.0,righth,rathernotsay,female,Neutral,Neutral,Other,5
1015,-0.04337591466666646,216.2136752136752,66.03448275862068,20.0,righth,bachelor,male,Neutral,Disagree,STEM,7
1016,2.1005941550000014,417.70338983050846,165.82905982905982,18.0,righth,middleschool,female,Neutral,Disagree,Other,5
1017,5.490578456333333,213.45833333333334,144.87179487179486,16.0,bothh,secondaryschool,female,Disagree,Agree,ArtsHum,4
1018,-7.00378157,202.7391304347826,572.859649122807,82.0,righth,college,female,Strongly Disagree,Strongly Disagree,ArtsHum,6
1019,-6.595729426190477,344.47457627118644,87.0,31.0,righth,graduate,male,Neutral,Disagree,Psychology,8
1020,-4.41419018,362.5798319327731,256.73949579831935,84.0,righth,bachelor,female,Neutral,Neutral,ArtsHum,9
1021,-5.927238326666666,208.73728813559322,169.51754385964912,19.0,righth,college,male,Disagree,Strongly Agree,STEM,6
1022,2.6565183333333335,256.65546218487395,255.6864406779661,40.0,righth,bachelor,male,Neutral,Disagree,STEM,6
1023,1.2092707033333334,264.9830508474576,87.03448275862068,25.0,righth,college,female,Agree,Strongly Agree,Other,9
1024,-5.711748373333334,305.5897435897436,61.601694915254235,20.0,righth,secondaryschool,female,Disagree,Strongly Disagree,ArtsHum,8
1025,-7.2074961433333335,415.99159663865544,102.08403361344538,17.0,righth,middleschool,male,Disagree,Strongly Disagree,Other,9
1026,11.359025513333332,339.52941176470586,76.57627118644068,22.0,righth,bachelor,male,Strongly Disagree,Agree,Psychology,5
1027,-20.96738626,351.8655462184874,162.44444444444446,52.0,righth,bachelor,male,Strongly Disagree,Agree,Other,6
1028,-1.646030382266667,303.35897435897436,477.61538461538464,23.0,righth,bachelor,male,Neutral,Agree,STEM,11
1029,11.12211757666667,206.99159663865547,181.10169491525423,15.0,righth,technicalschool,male,Agree,Agree,Other,7
1030,-11.762032976666665,246.75,134.76068376068375,17.0,righth,secondaryschool,female,Disagree,Strongly Disagree,STEM,7
1031,-1.52962462,236.42372881355934,54.55555555555556,31.0,righth,bachelor,male,Neutral,Agree,ArtsHum,8
1032,4.706381343333334,312.15833333333336,147.4406779661017,29.0,righth,graduate,female,Disagree,Disagree,STEM,6
1033,-8.50181633,264.03333333333336,44.46153846153846,14.0,righth,middleschool,female,Neutral,Disagree,Other,5
1034,-4.870199086666667,203.9747899159664,146.69026548672565,19.0,righth,secondaryschool,male,Disagree,Agree,STEM,8
1035,0.48728702999999973,385.11764705882354,78.11864406779661,48.0,righth,bachelor,female,Neutral,Disagree,ArtsHum,8
1036,-1.5133065266666668,203.27731092436974,86.45762711864407,35.0,righth,secondaryschool,female,Neutral,Strongly Disagree,Other,7
1037,-25.0313390789,233.76470588235293,79.35897435897436,20.0,righth,secondaryschool,female,Neutral,Strongly Disagree,Psychology,8
1038,9.807390808666664,313.0169491525424,73.71794871794872,17.0,righth,rathernotsay,female,Neutral,Strongly Disagree,Other,5
1039,-1.0241101091666667,308.5128205128205,191.6782608695652,19.0,lefth,secondaryschool,male,Agree,Agree,Psychology,7
1040,-14.378979134766668,263.39495798319325,114.64655172413794,58.0,righth,bachelor,male,Strongly Disagree,Neutral,Business,7
1041,0.9661460533333336,284.90677966101697,391.92241379310343,29.0,righth,secondaryschool,female,Disagree,Disagree,STEM,7
1042,-4.513865466666667,248.1196581196581,93.67241379310344,23.0,righth,secondaryschool,male,Strongly Disagree,Strongly Agree,STEM,6
1043,13.149162020033334,246.71186440677965,69.22689075630252,20.0,righth,bachelor,male,Neutral,Disagree,STEM,6
1044,-12.47602157,228.10833333333332,91.82758620689656,30.0,righth,college,male,Disagree,Strongly Agree,STEM,4
1045,-2.649268103333333,219.34453781512605,138.85470085470087,19.0,righth,secondaryschool,male,Disagree,Strongly Agree,Psychology,8
1046,-8.861088566666666,296.125,106.33333333333333,64.0,righth,technicalschool,male,Neutral,Disagree,ArtsHum,7
1047,-1.8818114966666675,272.38655462184875,171.93162393162393,15.0,righth,middleschool,female,Agree,Disagree,Other,5
1048,-2.56301352,257.364406779661,212.97457627118644,22.0,righth,bachelor,female,Neutral,Disagree,Business,7
1049,-2.7773716201149425,445.6896551724138,355.38461538461536,85.0,lefth,graduate,female,Agree,Strongly Disagree,Psychology,6
1050,4.519203536666667,192.4322033898305,72.8655462184874,14.0,righth,middleschool,female,Strongly Disagree,Disagree,Other,6
1051,-5.202369320000001,234.2689075630252,175.11864406779662,20.0,righth,college,male,Strongly Disagree,Strongly Agree,STEM,7
1052,-2.7353973033333334,159.225,184.27826086956523,18.0,righth,rathernotsay,female,Strongly Disagree,Strongly Disagree,Other,7
1053,0.5112654203333332,212.66666666666666,185.71304347826086,42.0,righth,secondaryschool,male,Neutral,Neutral,Other,6
1054,-9.4449477452,202.24576271186442,145.72881355932202,45.0,righth,graduate,female,Strongly Disagree,Strongly Disagree,Other,6
1055,-6.173983286666667,204.275,111.21008403361344,22.0,righth,college,male,Disagree,Agree,STEM,8
1056,-8.313727045566667,574.3247863247864,894.5952380952381,69.0,righth,graduate,female,Neutral,Strongly Disagree,Psychology,6
1057,-12.403486409166664,233.54237288135593,463.56637168141594,52.0,righth,graduate,female,Disagree,Strongly Disagree,ArtsHum,6
1058,-2.8171156776666675,507.5327102803738,743.6867469879518,74.0,righth,graduate,female,Strongly Disagree,Strongly Disagree,SocialScience,7
1059,4.000839776666667,303.43220338983053,214.26666666666668,32.0,righth,graduate,female,Agree,Strongly Agree,STEM,8
1060,-4.838326329999999,411.8,68.41880341880342,18.0,righth,secondaryschool,female,Neutral,Agree,SocialScience,12
1061,0.66286238,243.43965517241378,49.93103448275862,22.0,lefth,rathernotsay,male,Strongly Agree,Agree,STEM,10
1062,-6.7311908700000025,190.94017094017093,217.58260869565217,12.0,righth,middleschool,female,Strongly Agree,Neutral,STEM,10
1063,11.632582542266666,291.16806722689074,114.23931623931624,13.0,righth,secondaryschool,female,Strongly Agree,Neutral,STEM,7
1064,-1.2893200563999998,281.9159663865546,128.6638655462185,22.0,righth,college,other,Neutral,Agree,ArtsHum,10
1065,-4.78209367,281.25210084033614,171.26495726495727,68.0,righth,college,female,Disagree,Agree,ArtsHum,5
1066,-12.14714562,329.3781512605042,69.0,39.0,righth,bachelor,female,Strongly Disagree,Strongly Disagree,Other,9
1067,0.06698865666666665,296.59322033898303,89.1344537815126,20.0,righth,college,female,Disagree,Disagree,STEM,9
1068,0.9570258199999995,194.05,71.68067226890756,14.0,righth,college,female,Neutral,Strongly Agree,Other,8
1069,2.7022138400000006,81.5798319327731,235.38983050847457,18.0,righth,secondaryschool,female,Agree,Disagree,STEM,6
1070,-12.317773319999999,256.228813559322,123.22222222222223,14.0,righth,middleschool,male,Disagree,Agree,STEM,4
1071,-0.08562589799999998,214.109243697479,127.37288135593221,16.0,righth,secondaryschool,male,Disagree,Agree,ArtsHum,7
1072,9.953876390000001,249.7863247863248,95.52136752136752,29.0,righth,graduate,male,Disagree,Disagree,STEM,7
1073,-9.736198164166666,314.05882352941177,109.11016949152543,73.0,righth,graduate,female,Disagree,Strongly Disagree,STEM,7
1074,-4.7497835733333345,311.3534482758621,201.98305084745763,55.0,righth,college,female,Disagree,Strongly Disagree,ArtsHum,6
1075,-17.165480426666665,301.95,140.72173913043477,25.0,righth,graduate,female,Agree,Strongly Disagree,ArtsHum,7
1076,0.29395126999999976,138.74576271186442,128.44347826086957,17.0,righth,middleschool,female,Neutral,Strongly Disagree,STEM,7
1077,4.54311816,253.99159663865547,127.96551724137932,18.0,bothh,middleschool,female,Neutral,Agree,STEM,5
1078,4.645394996666667,217.22881355932202,92.0677966101695,22.0,righth,bachelor,male,Agree,Disagree,STEM,7
1079,-2.33551392,120.66386554621849,200.98290598290598,18.0,righth,middleschool,male,Neutral,Neutral,Other,10
1080,2.762289719333334,238.44166666666666,96.41379310344827,21.0,righth,college,female,Agree,Disagree,Psychology,6
1081,-1.0213741814666666,301.6890756302521,434.9298245614035,18.0,righth,secondaryschool,female,Neutral,Neutral,ArtsHum,9
1082,-5.1472014533333335,223.26050420168067,27.168067226890756,30.0,righth,rathernotsay,female,Neutral,Agree,Other,8
1083,-28.527047759999995,222.84166666666667,79.15833333333333,23.0,righth,college,male,Agree,Strongly Disagree,ArtsHum,7
1084,-11.886860143333331,387.2352941176471,72.95762711864407,21.0,righth,college,female,Agree,Strongly Disagree,SocialScience,7
1085,3.6933806457333325,159.38983050847457,127.23728813559322,17.0,righth,middleschool,male,Neutral,Strongly Agree,STEM,5
1086,-18.76894229666667,284.7563025210084,449.40909090909093,63.11,righth,graduate,female,Agree,Strongly Disagree,Other,7
1087,47.72536444700001,278.7008547008547,171.47008547008548,16.0,righth,middleschool,female,Agree,Neutral,SocialScience,5
1088,1.8604332192,190.94957983193277,204.22222222222223,16.0,lefth,secondaryschool,male,Neutral,Neutral,STEM,6
1089,2.0429347783333336,248.34745762711864,372.5877192982456,59.0,righth,bachelor,male,Disagree,Disagree,STEM,7
1090,0.1043162923666666,218.475,232.90677966101694,21.0,righth,college,male,Disagree,Neutral,STEM,8
1091,2.697329753333334,289.26050420168065,115.74789915966386,22.0,righth,bachelor,female,Strongly Disagree,Strongly Disagree,STEM,7
1092,2.321315478666666,257.0,73.51694915254237,38.0,lefth,graduate,male,Disagree,Agree,STEM,8
1093,-5.889239521333334,259.9491525423729,81.7094017094017,31.0,righth,graduate,male,Disagree,Strongly Disagree,Psychology,7
1094,-87.32026015333334,327.2413793103448,626.504854368932,60.0,righth,graduate,female,Agree,Disagree,ArtsHum,8
1095,1.027562993333333,176.74576271186442,49.863247863247864,17.0,righth,middleschool,male,Disagree,Neutral,STEM,6
1096,-0.36703841999999975,406.22033898305085,523.3565217391305,28.0,lefth,graduate,female,Strongly Disagree,Disagree,STEM,6
1097,-0.05240105000000117,262.0508474576271,62.55084745762712,23.0,righth,college,male,Disagree,Strongly Agree,STEM,7
1098,1.0003267566666665,377.1111111111111,35.23931623931624,19.0,righth,college,male,Neutral,Agree,STEM,6
1099,2.1611482333333334,319.02564102564105,61.526315789473685,20.0,righth,college,female,Neutral,Strongly Disagree,ArtsHum,5
1100,4.462486273333334,352.3666666666667,192.83050847457628,31.0,bothh,college,other,Strongly Disagree,Agree,Psychology,6
1101,-9.756819974666668,266.66386554621846,42.206896551724135,18.0,righth,secondaryschool,female,Agree,Disagree,ArtsHum,8
1102,-9.373370595333334,262.06722689075633,93.73275862068965,26.0,righth,graduate,male,Agree,Strongly Agree,STEM,8
1103,-0.26474761513333345,247.96638655462183,75.76923076923077,21.0,righth,bachelor,male,Disagree,Agree,SocialScience,7
1104,-6.50245806,249.8235294117647,88.38655462184875,19.0,righth,secondaryschool,female,Agree,Disagree,STEM,6
1105,-3.125025070266667,162.99159663865547,58.8448275862069,23.0,righth,secondaryschool,male,Disagree,Strongly Agree,STEM,6
1106,-2.5232299366666666,159.4453781512605,113.45762711864407,24.0,righth,bachelor,male,Neutral,Neutral,Business,8
1107,-42.451009761,245.67226890756302,39.64705882352941,21.0,righth,bachelor,male,Strongly Disagree,Strongly Agree,SocialScience,8
1108,-1.5621510066666668,214.15254237288136,143.76521739130436,25.0,righth,college,male,Strongly Disagree,Neutral,Other,8
1109,-0.5204827566666665,364.35593220338984,739.7758620689655,46.0,righth,college,male,Neutral,Strongly Disagree,Other,7
1110,-40.19225698263334,254.95762711864407,162.2136752136752,23.0,lefth,graduate,female,Strongly Disagree,Strongly Disagree,Business,7
1111,-0.7654409500000001,286.14285714285717,276.00840336134456,20.0,righth,bachelor,female,Disagree,Disagree,Psychology,8
1112,-37.18548474166666,552.991304347826,89.85593220338983,17.0,righth,secondaryschool,male,Agree,Neutral,STEM,8
1113,-22.139790598148156,252.0252100840336,171.35344827586206,50.0,righth,bachelor,female,Neutral,Disagree,STEM,6
1114,-11.1968896165,226.70833333333334,84.8,16.0,righth,secondaryschool,female,Agree,Strongly Agree,Other,6
1115,-3.9114912933333335,236.11666666666667,94.05084745762711,35.0,righth,graduate,female,Disagree,Neutral,STEM,6
1116,2.1886112300000002,269.20168067226894,147.34188034188034,13.0,righth,middleschool,female,Agree,Neutral,Other,7
1117,7.5899806100000005,323.008547008547,120.77966101694915,22.0,righth,college,female,Strongly Agree,Strongly Disagree,Business,5
