Participant,Condition,Trial,ResponseTime,Accuracy,StimulusSide,ResponseSide
7,RR-RS,35,318.18917371992796,1,Right,Right
7,RR-RS,36,301.46715120186093,1,Right,Right
7,RR-RS,37,364.2737995531657,1,Right,Right
7,RR-RS,38,388.137086986202,1,Right,Right
7,RR-RS,39,256.1358061509718,1,Right,Right
7,RR-RS,40,292.3829487255585,1,Right,Right
7,RR-LS,1,344.3439476046355,1,Left,Right
7,RR-LS,2,278.0013297432513,1,Left,Right
7,RR-LS,3,366.7513050521044,1,Left,Right
7,RR-LS,4,335.97798275485326,1,Left,Right
7,RR-LS,5,299.5458738443338,1,Left,Right
7,RR-LS,6,339.9084584688983,1,Left,Right
7,RR-LS,7,399.31481331294776,1,Left,Right
7,RR-LS,8,391.0207416616061,1,Left,Right
7,RR-LS,9,372.11226975594474,1,Left,Right
7,RR-LS,10,384.07986943528374,1,Left,Right
7,RR-LS,11,367.6669276523228,1,Left,Right
7,RR-LS,12,328.20570243613895,1,Left,Right
7,RR-LS,13,319.2671326667777,1,Left,Right
7,RR-LS,14,385.25574672412563,1,Left,Right
7,RR-LS,15,400.0845629785348,1,Left,Right
7,RR-LS,16,340.18210210136743,1,Left,Right
7,RR-LS,17,335.3577496969286,1,Left,Right
7,RR-LS,18,263.9611619348922,0,Left,Right
7,RR-LS,19,342.94772080263334,1,Left,Right
7,RR-LS,20,338.7417355888502,1,Left,Right
7,RR-LS,21,275.76397830106623,1,Left,Right
7,RR-LS,22,276.1972614439518,1,Left,Right
7,RR-LS,23,324.60959858042844,0,Left,Right
7,RR-LS,24,341.95199354926757,0,Left,Right
7,RR-LS,25,377.3974071382931,1,Left,Right
7,RR-LS,26,303.77726992712024,1,Left,Right
7,RR-LS,27,314.616403310031,1,Left,Right
7,RR-LS,28,282.1292882940087,1,Left,Right
7,RR-LS,29,411.3534768560867,1,Left,Right
7,RR-LS,30,314.8431401111644,1,Left,Right
7,RR-LS,31,305.6420311352417,1,Left,Right
7,RR-LS,32,356.1272601607064,1,Left,Right
7,RR-LS,33,334.0602045664292,1,Left,Right
7,RR-LS,34,366.5267480023754,1,Left,Right
7,RR-LS,35,366.00178418287885,0,Left,Right
7,RR-LS,36,337.30717170825045,1,Left,Right
7,RR-LS,37,353.34371159923006,1,Left,Right
7,RR-LS,38,297.9308840292177,1,Left,Right
7,RR-LS,39,365.9193896984175,1,Left,Right
7,RR-LS,40,356.8234096136715,1,Left,Right
8,LR-LS,1,306.17434915209685,1,Left,Left
8,LR-LS,2,256.2843506896219,1,Left,Left
8,LR-LS,3,244.16684141310486,1,Left,Left
8,LR-LS,4,245.05836954033063,1,Left,Left
8,LR-LS,5,217.47385315774696,1,Left,Left
8,LR-LS,6,327.95282364642003,1,Left,Left
8,LR-LS,7,310.3489462635708,1,Left,Left
8,LR-LS,8,253.66566745677022,1,Left,Left
8,LR-LS,9,316.05413783239226,1,Left,Left
8,LR-LS,10,256.6450575139504,1,Left,Left
8,LR-LS,11,324.40890064086295,1,Left,Left
8,LR-LS,12,289.0134976772975,1,Left,Left
8,LR-LS,13,353.2000626456149,1,Left,Left
8,LR-LS,14,208.38353931048687,1,Left,Left
8,LR-LS,15,223.20934401489853,1,Left,Left
8,LR-LS,16,253.99248241015107,1,Left,Left
8,LR-LS,17,294.2045517871157,1,Left,Left
8,LR-LS,18,295.57874565188115,1,Left,Left
8,LR-LS,19,304.84247872141094,1,Left,Left
8,LR-LS,20,256.96620971587436,1,Left,Left
8,LR-LS,21,274.07077726216784,1,Left,Left
8,LR-LS,22,311.0512884630472,1,Left,Left
8,LR-LS,23,301.36269899177677,1,Left,Left
8,LR-LS,24,312.81549147414114,1,Left,Left
8,LR-LS,25,284.55519579323897,0,Left,Left
8,LR-LS,26,323.4403004668759,1,Left,Left
8,LR-LS,27,302.5900231375852,1,Left,Left
8,LR-LS,28,239.0450039982319,1,Left,Left
8,LR-LS,29,236.73347355370527,1,Left,Left
8,LR-LS,30,284.2517300978596,0,Left,Left
8,LR-LS,31,274.33504464945815,1,Left,Left
8,LR-LS,32,274.12793731892054,1,Left,Left
8,LR-LS,33,262.40965890979817,1,Left,Left
8,LR-LS,34,237.79270296581197,1,Left,Left
8,LR-LS,35,331.64678697059907,1,Left,Left
8,LR-LS,36,290.8266037163242,1,Left,Left
8,LR-LS,37,238.6433803359396,1,Left,Left
8,LR-LS,38,307.8349887852552,1,Left,Left
8,LR-LS,39,292.1766169983556,1,Left,Left
8,LR-LS,40,334.6857224933341,1,Left,Left
8,LR-RS,1,387.91138304376597,1,Right,Left
8,LR-RS,2,300.3276908641206,1,Right,Left
8,LR-RS,3,288.0281428099242,1,Right,Left
8,LR-RS,4,313.8554350932969,1,Right,Left
8,LR-RS,5,438.20446022508145,1,Right,Left
8,LR-RS,6,451.1855227197607,1,Right,Left
8,LR-RS,7,417.87470544497927,1,Right,Left
8,LR-RS,8,393.4034195456471,1,Right,Left
8,LR-RS,9,353.7513491239561,0,Right,Left
8,LR-RS,10,344.4336086810638,1,Right,Left
8,LR-RS,11,389.09698847510975,1,Right,Left
8,LR-RS,12,323.7918843028816,1,Right,Left
8,LR-RS,13,340.5300166663634,1,Right,Left
8,LR-RS,14,481.71745017127523,1,Right,Left
8,LR-RS,15,336.0192649499943,1,Right,Left
8,LR-RS,16,476.6020146527876,1,Right,Left
8,LR-RS,17,538.1824173256261,1,Right,Left
8,LR-RS,18,407.79985381286855,1,Right,Left
8,LR-RS,19,310.1310172295607,1,Right,Left
8,LR-RS,20,323.3561821402845,1,Right,Left
8,LR-RS,21,396.87930930465706,1,Right,Left
8,LR-RS,22,401.3548752459921,1,Right,Left
8,LR-RS,23,449.6360824368684,1,Right,Left
8,LR-RS,24,424.5794340562252,1,Right,Left
8,LR-RS,25,314.3063751976971,0,Right,Left
8,LR-RS,26,386.5621096255707,1,Right,Left
8,LR-RS,27,258.10056730633875,1,Right,Left
8,LR-RS,28,343.5334716291891,1,Right,Left
8,LR-RS,29,461.38966684315994,0,Right,Left
8,LR-RS,30,466.50533160500345,0,Right,Left
8,LR-RS,31,436.0169488618205,1,Right,Left
8,LR-RS,32,353.50335486505037,1,Right,Left
8,LR-RS,33,408.6058640594694,1,Right,Left
8,LR-RS,34,410.35036528638153,1,Right,Left
8,LR-RS,35,419.7313180563118,1,Right,Left
8,LR-RS,36,404.7147145439175,1,Right,Left
8,LR-RS,37,335.92051539459385,1,Right,Left
8,LR-RS,38,412.3548239322158,1,Right,Left
8,LR-RS,39,383.9862735480101,1,Right,Left
8,LR-RS,40,480.1831534195029,1,Right,Left
8,RR-RS,1,276.81307513415936,1,Right,Right
8,RR-RS,2,300.38749159633505,1,Right,Right
8,RR-RS,3,279.00750686810625,1,Right,Right
8,RR-RS,4,312.21001677555324,1,Right,Right
8,RR-RS,5,276.9945241092972,1,Right,Right
8,RR-RS,6,248.8518752418169,1,Right,Right
8,RR-RS,7,317.7901096145666,1,Right,Right
8,RR-RS,8,239.42071911997567,1,Right,Right
8,RR-RS,9,250.8980205253208,1,Right,Right
8,RR-RS,10,280.21037185396597,1,Right,Right
8,RR-RS,11,235.45815048936237,1,Right,Right
8,RR-RS,12,279.95395333630375,1,Right,Right
8,RR-RS,13,283.2610062346432,1,Right,Right
8,RR-RS,14,232.46098597384255,1,Right,Right
8,RR-RS,15,274.42285776034646,1,Right,Right
8,RR-RS,16,224.69291548355594,1,Right,Right
8,RR-RS,17,293.0006808670083,1,Right,Right
8,RR-RS,18,319.2204733327461,1,Right,Right
8,RR-RS,19,259.0491748287546,1,Right,Right
8,RR-RS,20,272.80670778831234,1,Right,Right
8,RR-RS,21,253.57813629601486,1,Right,Right
8,RR-RS,22,238.92763837792933,1,Right,Right
8,RR-RS,23,253.0480165317387,1,Right,Right
8,RR-RS,24,322.41294646736424,1,Right,Right
8,RR-RS,25,264.8442726386818,1,Right,Right
8,RR-RS,26,319.44203667201316,1,Right,Right
8,RR-RS,27,276.111212181275,1,Right,Right
8,RR-RS,28,319.62611069639837,1,Right,Right
8,RR-RS,29,300.94638435158225,1,Right,Right
8,RR-RS,30,270.16563626779566,1,Right,Right
8,RR-RS,31,303.5951421272126,1,Right,Right
8,RR-RS,32,296.834864561102,1,Right,Right
8,RR-RS,33,234.11837080550055,1,Right,Right
8,RR-RS,34,270.0665534945056,1,Right,Right
8,RR-RS,35,284.1436490008183,1,Right,Right
8,RR-RS,36,348.52484708416455,1,Right,Right
8,RR-RS,37,281.6131444548847,1,Right,Right
8,RR-RS,38,260.5169140653397,1,Right,Right
8,RR-RS,39,297.39402407794984,1,Right,Right
8,RR-RS,40,261.7594776323969,1,Right,Right
8,RR-LS,1,394.0830996105302,1,Left,Right
8,RR-LS,2,414.3235672430464,1,Left,Right
8,RR-LS,3,404.69647030459305,1,Left,Right
8,RR-LS,4,334.8940353086761,1,Left,Right
8,RR-LS,5,383.71439428983064,1,Left,Right
8,RR-LS,6,325.93679143107755,1,Left,Right
8,RR-LS,7,401.86957682130486,1,Left,Right
8,RR-LS,8,363.6525056669225,1,Left,Right
8,RR-LS,9,515.4364795139415,1,Left,Right
8,RR-LS,10,385.4177863563766,1,Left,Right
8,RR-LS,11,397.07023975742413,1,Left,Right
8,RR-LS,12,391.2915558239688,1,Left,Right
8,RR-LS,13,299.8448588847731,1,Left,Right
8,RR-LS,14,347.3981616046922,1,Left,Right
8,RR-LS,15,384.3420995133584,1,Left,Right
8,RR-LS,16,343.1841848970061,1,Left,Right
8,RR-LS,17,339.3676735105566,1,Left,Right
8,RR-LS,18,348.1147062412744,1,Left,Right
8,RR-LS,19,368.5173430242574,1,Left,Right
8,RR-LS,20,347.91176565925036,1,Left,Right
8,RR-LS,21,393.7335515105795,1,Left,Right
8,RR-LS,22,407.5394523450648,1,Left,Right
8,RR-LS,23,316.730671835563,0,Left,Right
8,RR-LS,24,325.1437585547486,1,Left,Right
8,RR-LS,25,456.83225488930395,1,Left,Right
8,RR-LS,26,436.5632753893591,1,Left,Right
8,RR-LS,27,340.5479469636912,1,Left,Right
8,RR-LS,28,437.33036729302734,0,Left,Right
8,RR-LS,29,330.61311317268064,1,Left,Right
8,RR-LS,30,343.67438866000873,1,Left,Right
8,RR-LS,31,401.12036582170225,1,Left,Right
8,RR-LS,32,394.7772864219696,0,Left,Right
8,RR-LS,33,373.81538643395555,1,Left,Right
8,RR-LS,34,457.65115158910265,1,Left,Right
8,RR-LS,35,338.7878582158636,1,Left,Right
8,RR-LS,36,405.0733856318464,1,Left,Right
8,RR-LS,37,453.9331729145333,1,Left,Right
8,RR-LS,38,345.03814697758776,1,Left,Right
8,RR-LS,39,386.4096255869923,1,Left,Right
8,RR-LS,40,332.69202885639555,1,Left,Right
9,LR-LS,1,320.39472137279506,1,Left,Left
9,LR-LS,2,339.67719038499473,0,Left,Left
9,LR-LS,3,318.2975717486586,1,Left,Left
9,LR-LS,4,328.6614441291867,1,Left,Left
9,LR-LS,5,331.12087540155386,1,Left,Left
9,LR-LS,6,341.84820689462276,1,Left,Left
9,LR-LS,7,403.7085243856459,1,Left,Left
9,LR-LS,8,308.36080572808373,1,Left,Left
9,LR-LS,9,363.76319818874623,1,Left,Left
9,LR-LS,10,310.57691594296557,1,Left,Left
9,LR-LS,11,342.2991116933394,1,Left,Left
9,LR-LS,12,323.6013974372256,1,Left,Left
9,LR-LS,13,354.55969607197875,0,Left,Left
9,LR-LS,14,358.71875062240144,1,Left,Left
9,LR-LS,15,324.1506819944894,1,Left,Left
9,LR-LS,16,303.84403144400034,1,Left,Left
9,LR-LS,17,292.86594372190694,1,Left,Left
9,LR-LS,18,336.09528597525605,1,Left,Left
9,LR-LS,19,362.6476669728555,0,Left,Left
9,LR-LS,20,355.3082391190078,1,Left,Left
9,LR-LS,21,356.8945303674157,1,Left,Left
9,LR-LS,22,322.5743704113047,1,Left,Left
9,LR-LS,23,274.08303080719134,1,Left,Left
9,LR-LS,24,308.65165470683866,1,Left,Left
9,LR-LS,25,311.26372531217623,1,Left,Left
9,LR-LS,26,341.6364205163979,1,Left,Left
9,LR-LS,27,303.61315653416887,1,Left,Left
9,LR-LS,28,297.2899142629388,1,Left,Left
9,LR-LS,29,310.5290060781895,1,Left,Left
9,LR-LS,30,334.7791480977572,0,Left,Left
9,LR-LS,31,376.9052936461114,1,Left,Left
9,LR-LS,32,323.232274293476,1,Left,Left
9,LR-LS,33,322.3766486985504,1,Left,Left
9,LR-LS,34,306.91436751466125,1,Left,Left
9,LR-LS,35,327.85646355890526,1,Left,Left
9,LR-LS,36,278.6242781959307,1,Left,Left
9,LR-LS,37,276.5511461329626,1,Left,Left
9,LR-LS,38,308.471526933755,1,Left,Left
9,LR-LS,39,302.12692004079213,1,Left,Left
9,LR-LS,40,316.6315474348545,1,Left,Left
9,LR-RS,1,355.32942930747043,1,Right,Left
9,LR-RS,2,355.77376158898903,0,Right,Left
9,LR-RS,3,278.9694145714246,1,Right,Left
9,LR-RS,4,425.77321400304777,1,Right,Left
9,LR-RS,5,277.50915680061524,1,Right,Left
9,LR-RS,6,363.5097789541166,0,Right,Left
9,LR-RS,7,397.21765047960946,1,Right,Left
9,LR-RS,8,413.73922021074844,1,Right,Left
9,LR-RS,9,363.96953350977134,1,Right,Left
9,LR-RS,10,404.20720694675714,1,Right,Left
9,LR-RS,11,418.2449149509535,1,Right,Left
9,LR-RS,12,336.67779476416206,1,Right,Left
9,LR-RS,13,442.25062351501384,1,Right,Left
9,LR-RS,14,376.17730471786837,1,Right,Left
9,LR-RS,15,414.05799526341673,0,Right,Left
9,LR-RS,16,357.19111196247275,1,Right,Left
9,LR-RS,17,400.092948442324,1,Right,Left
9,LR-RS,18,357.4142246668124,1,Right,Left
9,LR-RS,19,342.46705145566796,1,Right,Left
9,LR-RS,20,326.918578984208,1,Right,Left
9,LR-RS,21,420.00130337633954,1,Right,Left
9,LR-RS,22,437.800962970031,0,Right,Left
9,LR-RS,23,410.7995515259817,1,Right,Left
9,LR-RS,24,472.84740183245617,1,Right,Left
9,LR-RS,25,340.01476384223065,0,Right,Left
9,LR-RS,26,362.80286783029885,1,Right,Left
9,LR-RS,27,502.63426779868155,1,Right,Left
9,LR-RS,28,352.36569682964705,0,Right,Left
9,LR-RS,29,353.05048515755885,1,Right,Left
9,LR-RS,30,367.9282629278907,1,Right,Left
9,LR-RS,31,440.94907821697717,1,Right,Left
9,LR-RS,32,359.3862027537805,1,Right,Left
9,LR-RS,33,375.29008586472554,1,Right,Left
9,LR-RS,34,341.94050513658004,1,Right,Left
9,LR-RS,35,293.9603227163445,1,Right,Left
9,LR-RS,36,373.33328375765683,1,Right,Left
9,LR-RS,37,319.3566583965616,1,Right,Left
9,LR-RS,38,348.77815341767587,1,Right,Left
9,LR-RS,39,391.09817019896326,1,Right,Left
9,LR-RS,40,407.28954013266235,1,Right,Left
9,RR-RS,1,263.8349239770562,1,Right,Right
9,RR-RS,2,267.1131135143114,1,Right,Right
9,RR-RS,3,268.47484891983737,1,Right,Right
9,RR-RS,4,271.9436808886571,1,Right,Right
9,RR-RS,5,248.85415565379094,1,Right,Right
9,RR-RS,6,255.1133018632947,1,Right,Right
9,RR-RS,7,240.74636758112194,1,Right,Right
9,RR-RS,8,230.05828631802225,1,Right,Right
9,RR-RS,9,309.45735764538114,1,Right,Right
9,RR-RS,10,241.15251026221358,1,Right,Right
9,RR-RS,11,242.89502078165728,1,Right,Right
9,RR-RS,12,303.1998012845246,1,Right,Right
9,RR-RS,13,242.4015288193101,1,Right,Right
9,RR-RS,14,275.10703114154063,1,Right,Right
9,RR-RS,15,235.31418183121013,1,Right,Right
9,RR-RS,16,257.5686631589035,1,Right,Right
9,RR-RS,17,294.4597384065735,1,Right,Right
9,RR-RS,18,265.1212384973721,1,Right,Right
9,RR-RS,19,313.1225837147942,1,Right,Right
9,RR-RS,20,273.6525073095385,1,Right,Right
9,RR-RS,21,226.87579431490013,1,Right,Right
9,RR-RS,22,217.5759907565747,1,Right,Right
9,RR-RS,23,281.0145579460777,1,Right,Right
9,RR-RS,24,251.75407052386177,1,Right,Right
9,RR-RS,25,290.33284183570163,1,Right,Right
9,RR-RS,26,294.16109176027646,1,Right,Right
9,RR-RS,27,229.10618165765135,1,Right,Right
9,RR-RS,28,234.44095926135958,1,Right,Right
9,RR-RS,29,342.6251698377964,1,Right,Right
9,RR-RS,30,265.323588166565,1,Right,Right
9,RR-RS,31,268.7710290425683,1,Right,Right
9,RR-RS,32,284.07671631628483,0,Right,Right
9,RR-RS,33,245.4350989910985,1,Right,Right
9,RR-RS,34,290.8691940876164,1,Right,Right
9,RR-RS,35,311.15277625926,1,Right,Right
9,RR-RS,36,280.55675230837255,0,Right,Right
9,RR-RS,37,251.40423225802564,1,Right,Right
9,RR-RS,38,246.7894149672017,1,Right,Right
9,RR-RS,39,229.05071501237273,1,Right,Right
9,RR-RS,40,318.2261902733095,1,Right,Right
9,RR-LS,1,350.1789562293438,1,Left,Right
9,RR-LS,2,392.8058029953256,1,Left,Right
9,RR-LS,3,408.5184693518681,1,Left,Right
9,RR-LS,4,372.29798991801374,1,Left,Right
9,RR-LS,5,354.29255524406693,1,Left,Right
9,RR-LS,6,423.9158130382151,1,Left,Right
9,RR-LS,7,289.61929730367643,1,Left,Right
9,RR-LS,8,282.1221587162246,1,Left,Right
9,RR-LS,9,368.3290305967,1,Left,Right
9,RR-LS,10,327.9197526966395,1,Left,Right
9,RR-LS,11,319.48264835138565,1,Left,Right
9,RR-LS,12,315.7274083306912,0,Left,Right
9,RR-LS,13,392.7239043228308,1,Left,Right
9,RR-LS,14,371.55083350146145,1,Left,Right
9,RR-LS,15,432.5656131485139,1,Left,Right
9,RR-LS,16,325.5316225301015,1,Left,Right
9,RR-LS,17,416.45482228184966,1,Left,Right
9,RR-LS,18,327.3646891351102,1,Left,Right
9,RR-LS,19,346.2065089354424,0,Left,Right
9,RR-LS,20,299.2429353813928,1,Left,Right
9,RR-LS,21,320.0484239655748,1,Left,Right
9,RR-LS,22,304.8765860061154,1,Left,Right
9,RR-LS,23,339.3135181461176,1,Left,Right
9,RR-LS,24,315.5896293494483,1,Left,Right
9,RR-LS,25,325.8123155273529,1,Left,Right
9,RR-LS,26,326.22260465650857,1,Left,Right
9,RR-LS,27,321.1155315163321,1,Left,Right
9,RR-LS,28,399.56110138840813,1,Left,Right
9,RR-LS,29,316.929455822189,1,Left,Right
9,RR-LS,30,426.1473049520907,0,Left,Right
9,RR-LS,31,343.41239347400426,1,Left,Right
9,RR-LS,32,470.7340732426902,1,Left,Right
9,RR-LS,33,275.1050732440415,1,Left,Right
9,RR-LS,34,367.7154240522069,1,Left,Right
9,RR-LS,35,393.2356868548957,1,Left,Right
9,RR-LS,36,429.9458686752362,1,Left,Right
9,RR-LS,37,322.3588251903651,1,Left,Right
9,RR-LS,38,409.4551068770826,1,Left,Right
9,RR-LS,39,376.9147432486016,1,Left,Right
9,RR-LS,40,286.76775228781463,0,Left,Right
10,LR-LS,1,318.5425011725469,1,Left,Left
10,LR-LS,2,353.3541370515216,1,Left,Left
10,LR-LS,3,296.9763327369946,1,Left,Left
10,LR-LS,4,328.1560343601296,0,Left,Left
10,LR-LS,5,340.2372379185964,1,Left,Left
10,LR-LS,6,314.1894262704696,1,Left,Left
10,LR-LS,7,301.4457514185441,1,Left,Left
10,LR-LS,8,291.5820084311882,1,Left,Left
10,LR-LS,9,356.8541121417125,1,Left,Left
10,LR-LS,10,304.7630990445907,1,Left,Left
10,LR-LS,11,323.1625483065411,1,Left,Left
10,LR-LS,12,330.8384445010225,1,Left,Left
10,LR-LS,13,281.2040202404685,1,Left,Left
10,LR-LS,14,347.8145355569895,1,Left,Left
10,LR-LS,15,339.7074832348157,1,Left,Left
10,LR-LS,16,310.78775524846327,1,Left,Left
10,LR-LS,17,323.76538813753814,1,Left,Left
10,LR-LS,18,261.52313023012147,1,Left,Left
10,LR-LS,19,329.4127173571957,1,Left,Left
10,LR-LS,20,318.84173849824134,1,Left,Left
10,LR-LS,21,352.0538969463753,1,Left,Left
10,LR-LS,22,377.73959753930365,1,Left,Left
10,LR-LS,23,312.90465882009124,1,Left,Left
10,LR-LS,24,338.99588515306584,1,Left,Left
10,LR-LS,25,348.0149247776045,1,Left,Left
10,LR-LS,26,343.94184652669344,0,Left,Left
10,LR-LS,27,324.45265878801,1,Left,Left
10,LR-LS,28,344.325174430653,1,Left,Left
10,LR-LS,29,322.0377407944259,1,Left,Left
10,LR-LS,30,293.18568695362546,1,Left,Left
10,LR-LS,31,317.3481022147611,1,Left,Left
10,LR-LS,32,271.9793669215271,1,Left,Left
10,LR-LS,33,278.8521357752547,1,Left,Left
10,LR-LS,34,286.31368129558825,1,Left,Left
10,LR-LS,35,339.49826677762996,1,Left,Left
10,LR-LS,36,320.6384519411401,1,Left,Left
10,LR-LS,37,334.2054233323163,1,Left,Left
10,LR-LS,38,365.91890479881994,1,Left,Left
10,LR-LS,39,342.0705765719124,1,Left,Left
10,LR-LS,40,332.4568091688563,1,Left,Left
10,LR-RS,1,350.57296253943633,1,Right,Left
10,LR-RS,2,312.8467671260407,1,Right,Left
10,LR-RS,3,314.32485897626646,1,Right,Left
10,LR-RS,4,301.704132713294,1,Right,Left
10,LR-RS,5,407.43265539054386,1,Right,Left
10,LR-RS,6,266.21880135831736,1,Right,Left
10,LR-RS,7,365.15456054091663,1,Right,Left
10,LR-RS,8,337.32534167063056,1,Right,Left
10,LR-RS,9,443.26145511167545,1,Right,Left
10,LR-RS,10,355.9189613705967,1,Right,Left
10,LR-RS,11,327.8860974781573,1,Right,Left
10,LR-RS,12,286.1048359431008,1,Right,Left
10,LR-RS,13,354.9908136902288,1,Right,Left
10,LR-RS,14,378.14379585873604,1,Right,Left
10,LR-RS,15,321.98582180705046,1,Right,Left
10,LR-RS,16,371.2879145750604,0,Right,Left
10,LR-RS,17,255.24783970071056,1,Right,Left
10,LR-RS,18,342.04943081852116,0,Right,Left
10,LR-RS,19,294.21716508253536,1,Right,Left
10,LR-RS,20,236.4208822271794,1,Right,Left
10,LR-RS,21,420.91861770173284,0,Right,Left
10,LR-RS,22,367.4961363476186,1,Right,Left
10,LR-RS,23,286.3120392768672,1,Right,Left
10,LR-RS,24,273.4534664374226,1,Right,Left
10,LR-RS,25,332.7948860731573,1,Right,Left
10,LR-RS,26,321.69598292593435,1,Right,Left
10,LR-RS,27,266.5033730856553,1,Right,Left
10,LR-RS,28,291.4158175860914,1,Right,Left
10,LR-RS,29,263.61936085553094,1,Right,Left
10,LR-RS,30,373.65653968230373,1,Right,Left
10,LR-RS,31,382.733111767942,1,Right,Left
10,LR-RS,32,222.52390752713268,1,Right,Left
10,LR-RS,33,231.31069784233364,1,Right,Left
10,LR-RS,34,356.3259994287497,1,Right,Left
10,LR-RS,35,388.6436875031457,1,Right,Left
10,LR-RS,36,343.9657662922552,1,Right,Left
10,LR-RS,37,258.1752463310021,1,Right,Left
10,LR-RS,38,229.31603204027022,1,Right,Left
10,LR-RS,39,380.64448449689894,1,Right,Left
10,LR-RS,40,373.9919062777019,1,Right,Left
10,RR-RS,1,342.5165192467121,1,Right,Right
10,RR-RS,2,257.6359560785396,1,Right,Right
10,RR-RS,3,362.4209781212018,1,Right,Right
10,RR-RS,4,392.1551271967571,1,Right,Right
10,RR-RS,5,295.4557423941552,1,Right,Right
10,RR-RS,6,363.09425733797906,1,Right,Right
10,RR-RS,7,300.7596077502741,1,Right,Right
10,RR-RS,8,307.31629471317495,1,Right,Right
10,RR-RS,9,335.9260803581882,1,Right,Right
10,RR-RS,10,327.18885869442903,1,Right,Right
10,RR-RS,11,361.7114693060968,1,Right,Right
10,RR-RS,12,393.7608350921961,1,Right,Right
10,RR-RS,13,309.8470091524539,1,Right,Right
10,RR-RS,14,322.1604103053392,1,Right,Right
10,RR-RS,15,330.0931611857111,1,Right,Right
10,RR-RS,16,320.3161016187388,1,Right,Right
10,RR-RS,17,342.7796705969108,1,Right,Right
10,RR-RS,18,261.03166637456263,1,Right,Right
10,RR-RS,19,367.4784461019682,1,Right,Right
10,RR-RS,20,336.78605688642944,1,Right,Right
10,RR-RS,21,298.92618732560413,1,Right,Right
10,RR-RS,22,339.58446178266036,1,Right,Right
10,RR-RS,23,324.97637382973045,1,Right,Right
10,RR-RS,24,382.58452742975373,1,Right,Right
10,RR-RS,25,358.4135540404644,1,Right,Right
10,RR-RS,26,358.77404727298847,1,Right,Right
10,RR-RS,27,322.28438869913487,1,Right,Right
10,RR-RS,28,371.80769823747096,1,Right,Right
10,RR-RS,29,373.1883893350939,1,Right,Right
10,RR-RS,30,331.9639137369164,1,Right,Right
10,RR-RS,31,378.40309533091147,1,Right,Right
10,RR-RS,32,373.79219081869036,1,Right,Right
10,RR-RS,33,365.6019839517285,1,Right,Right
10,RR-RS,34,299.03742529406736,1,Right,Right
10,RR-RS,35,394.67478057744097,1,Right,Right
10,RR-RS,36,381.3094178091808,1,Right,Right
10,RR-RS,37,344.8446771416491,1,Right,Right
10,RR-RS,38,327.81441399486954,1,Right,Right
10,RR-RS,39,300.5123532394273,0,Right,Right
10,RR-RS,40,260.1951890667506,1,Right,Right
10,RR-LS,1,318.52340238775736,1,Left,Right
10,RR-LS,2,292.9029836202756,1,Left,Right
10,RR-LS,3,397.8357425973717,1,Left,Right
10,RR-LS,4,384.7923884844209,0,Left,Right
10,RR-LS,5,384.17665594507355,1,Left,Right
10,RR-LS,6,370.2396512328255,1,Left,Right
10,RR-LS,7,286.4782759454711,1,Left,Right
10,RR-LS,8,408.13411621512466,1,Left,Right
10,RR-LS,9,302.488299112866,1,Left,Right
10,RR-LS,10,447.47558984028177,1,Left,Right
10,RR-LS,11,362.12969630269885,1,Left,Right
10,RR-LS,12,409.5451333010658,1,Left,Right
10,RR-LS,13,412.86441434183484,1,Left,Right
10,RR-LS,14,391.32157153569733,1,Left,Right
10,RR-LS,15,416.6988892110543,1,Left,Right
10,RR-LS,16,371.34185626457094,1,Left,Right
10,RR-LS,17,419.02187120640235,1,Left,Right
10,RR-LS,18,445.3125819007031,0,Left,Right
10,RR-LS,19,432.1667073449524,1,Left,Right
10,RR-LS,20,326.27039415995125,1,Left,Right
10,RR-LS,21,327.147460106207,1,Left,Right
10,RR-LS,22,364.1792943538466,1,Left,Right
10,RR-LS,23,318.27303562454904,1,Left,Right
10,RR-LS,24,379.0637136145263,1,Left,Right
10,RR-LS,25,378.44055940284596,1,Left,Right
10,RR-LS,26,313.24781407372336,0,Left,Right
10,RR-LS,27,336.8809181255409,1,Left,Right
10,RR-LS,28,415.8491498577799,1,Left,Right
10,RR-LS,29,386.1922465171607,1,Left,Right
10,RR-LS,30,367.3733861658277,1,Left,Right
10,RR-LS,31,375.87303604822534,1,Left,Right
10,RR-LS,32,330.6991874733678,1,Left,Right
10,RR-LS,33,359.65297048203996,1,Left,Right
10,RR-LS,34,362.34581230292997,1,Left,Right
10,RR-LS,35,344.80699154235515,1,Left,Right
10,RR-LS,36,328.7841138172955,1,Left,Right
10,RR-LS,37,302.28331457115956,1,Left,Right
10,RR-LS,38,423.60800907117294,1,Left,Right
10,RR-LS,39,404.2195056316616,1,Left,Right
10,RR-LS,40,423.7748494043193,1,Left,Right
11,LR-LS,1,244.02961392753477,1,Left,Left
11,LR-LS,2,356.30541044037597,1,Left,Left
11,LR-LS,3,295.21956693573105,1,Left,Left
11,LR-LS,4,344.8882722976355,1,Left,Left
11,LR-LS,5,329.4104997590056,1,Left,Left
11,LR-LS,6,300.0148664810843,1,Left,Left
11,LR-LS,7,368.96283351452337,1,Left,Left
11,LR-LS,8,368.2290144692306,1,Left,Left
11,LR-LS,9,258.1330746266562,1,Left,Left
11,LR-LS,10,331.819825772805,1,Left,Left
11,LR-LS,11,281.82550934196706,1,Left,Left
